cycle,cube_id,coarse_error_mm,refined_error_mm,grasp_success
1,4,2.7067970906617296,1.506525003395732,True
2,6,7.837195114097801,0.9265344511641125,True
3,3,6.895642876239844,1.1688246371013233,True
4,5,8.357559548580744,1.196673376052195,True
