cycle,cube_id,coarse_error_mm,refined_error_mm,grasp_success
1,3,4.047829763792202,0.6613525209618323,False
2,5,6.28750749110396,1.3052717278703314,False
3,4,6.757415545438985,2.2540120222978635,False
4,6,12.432721519315319,2.519692224586262,False
