cycle,cube_id,coarse_error_mm,refined_error_mm,grasp_success
1,3,3.1585663215037254,5.127363196893107,False
2,5,24.90522071179994,2.783421184771418,False
3,4,12.284610233828179,7.133634815275337,False
4,6,9.337001339243205,7.277818243603639,True
